1520764328877699074,MotoGP : Francesco Bagnaia s’impose en Espagne devant Fabio Quartararo https://t.co/YQfpONptuE
1520751599060193282,"Reportage | Oubliée par Moscou, fidèle à Poutine : Fère-Champenoise, le fatalisme à la russe https://t.co/XknarMKKxI"
1520747803886198786,Quatre femmes en Ukraine racontent leur quotidien hors du Donbass : « On ne sait pas de quoi demain sera fait alors nous économisons » https://t.co/Rpf9ssdEX1
1520736411535781888,"Judaïsme : Emile et Myriam Ackermann, rabbins en tandem pour une orthodoxie moderne https://t.co/o0ENOlGuTC"
1520732674586988545,"La France buissonnière : Jeanine, une voisine qui ne vous veut pas du bien https://t.co/46o0vlMwce"
